fileName,story,gruen score,grammaticality_score,redundancy_score,focus_score
samples-50700,Olav's Mound and the Raised Stone at Slugan The Norwegians once made a sudden descent from their ships on the lower end of,0.638054114499937,0.638054114499937,0.0,0.0
samples-72900,"forms on the ground. Soon after this, the hussar appeared, saying that he had just returned from the field, where he had discovered a grave new found. People began at once to feel a dread of these things, and many of them fled to the sea. Now it happened that those who went into the field to dig for gold were so busy that they could not finish their work. Then someone came to them and said, ""Sir, could you please put us to work for you?"" The first one dug out five spoons; the second one dug out a bowl, and the third one dug out a plate. ""Very well,"" said the judge. ""You may now keep these,"" and gave him back his robe. ""You have been appointed,"" said the monk, ""to eat these dishes. "" Eulenspiegel now ran off with these dishes. When he reached his house in the evening he counted out the money and said, ""Father, mother, wife, servants, and horses, and then you may go to sleep. "" This came to pass as he had predicted. He then ran to the chest that was opened, and inside he found the most beautiful damsel that one could ever see, for he had never seen a woman's bottom before, and there she stood. She stood and looked at her feet, and then, being frightened, she forgot her ghostly companions. He came back, and was delighted to find the beautiful damsel asleep on the bench, and he took off his spectacles and restored her to consciousness, and he restored her to the throne. She sat there quite alone, and after helping her every day to cook for the household, took leave of the court. No one knew where she had gone, but certain elders told certain people that she had gone to the circle at the top of the hill, and that when she appeared she would wear her crown on her head. She reached the circle, but did not return to the top till she was inside it. Then the ghost herded cattle behind her, and captured her, and nailed her to a horse's tail, and thus made her the subject of ridicule. Nevertheless, she passed away without being buried, and her ghostly companions never broke out into an outcry of death, and all the withered, withered leaves had been chopped off the tree, and they were dropped on the ground, and this is the reason that the lake looks so sad and withered.",0.7747980674947361,0.7747980674947361,0.0,0.0
samples-72900,"The Sunken King A king was to be floated out to the fishing village on the lake. Each year on the lake day a catch was to be heard. With time the catch grew larger, but still the catch was never great enough to satisfy the hunter. Finally he heard good news to him. The lake was filled with fish, but the fish were gone. He saw them all, but it was too late. He was surrounded by other bodies of water, all lying on the line, and he could not help but laugh. The laughing came from all parts of the lake, all who had watched the spectacle. Finally he grew alarmed and sounded a horn, which sounded everywhere, but no one heard it. He therefore remained quite alarmed, and laughed still. But the laugh soon broke out again, and this time he heard well-known fables of a North Germanic origin. They told him that once upon a time a nookling priest had been journeying one night to the south of Giantland she had found herself windmill-rivelling near the Bryndu farm at that time, and had called for a protection against the trolls, which had been rendered useless by the arrival of the North Wind. Whilst she was gathering the food, she heard the trolls, who were dancing without ceasing round and round her, and jumping over her head, till she could feel their hot breath, and feel accordingly safe from them. The same troll came on the warrior, and his joy knew no bounds, for he was very cunning and had so clever a head that by the time he was fourteen he had come to be the dewan of his tribe.",0.7730635282588756,0.7730635282588756,0.0,0.0
samples-72900,"The Fairy Serpent Once there was a man who had three daughters, of whom he was devotedly fond. They were skilful in embroidery; and he used every day on his way home from work to gather some flowers for them to use as patterns. One day when he found no flowers along his route homeward he went into the woods to look for wild blossoms, and he unwittingly invaded the domain of a fairy serpent, that coiled around him, held him tightly, and railed at him for having entered his garden. The man excused himself, saying that he came merely to get a few flowers for his daughters, who would be sorely disappointed were he to go home without his usual gift to them. The snake asked him the number, the names, and the ages of his daughters, and then refused to let him go unless he promised one of them in marriage to him.",0.7454554477193333,0.7454554477193333,0.0,0.0
samples-52200,". With its help he had everything done. There was just an old farmer and his dog in the room. An old woman was lying in a bed. It helped a great deal to relate, as it is said, immediately after death.",0.7415855485451506,0.7415855485451506,0.0,0.0
samples-52200,"Old, Older, and Oldest The following words are often used in addressing a person who is nearing his fiftieth year: You must be wondering what made me so late. I have been going about my business all last summer, keeping at a distance from other people, so that I did not have to serve them with bread and water. I can now well go off into the forest and leave you, while I am taking my most precious belongings with me. "" ""My most valuable,"" you say, ""are you talking about me?"" ""Yes, indeed,"" says the fox, ""I have been looking for you for a long time, and it is your old master who is showing his death. "" ""Good,"" says the old man, ""be spared, I will help you. Just lie down, stretch out as if you were dead, and do not stir. "" The horse did what the fox asked, and then the fox went to the lion, who had his den not far off, and said, ""A dead horse is lying out there. Just come with me, and you can have a rich meal. "" The lion went with him, and when they were both standing by the horse the fox said, ""After all, it is not very comfortable for you here -- I tell you what -- I will fasten it to you by the tail, and then you can drag it into your cave and eat it in peace. "" This advice pleased the lion. He positioned himself, and in order that the fox might tie the horse fast to him, he kept completely quiet. But the fox tied the lion's legs together with the horse's tail, and twisted and fastened everything so well and so strongly that no amount of strength could pull it loose. When he had finished his work, he tapped the horse on the shoulder and said, ""Pull, white horse, pull!"" Then up sprang the horse at once, and pulled the lion away with him. The lion began to roar so that all the birds in the forest flew up in terror, but the horse let him roar, and drew him and dragged him across the field to his master's door. When the master saw the lion, he was of a better mind, and said to the horse, ""You shall stay with me and fare well. "" And he gave him plenty to eat until he died.",0.7634468638019001,0.7634468638019001,0.0,0.0
samples-52200,"Fox and Wolf A fox and a wolf found an old horse in a mire. They wanted to take it with them and asked one another how they might manage. The fox said, ""You are the strongest. Tie the horse's tail around your body and pull, while I prod the horse with a stick. "" That happened, and soon the horse was out of the mud, but it then ran off with the wolf tied to its tail. ""Claw your paws into the ground!"" cried the fox. ""But I can see neither heaven nor earth!"" answered the wolf. Finally the wolf succeeded in breaking loose, and he and the fox continued on their way, but without the horse.",0.4626033380627632,0.7626033380627633,-0.30000000000000004,0.0
samples-52200,"Colman Grey A farmer, who formerly lived on an estate in our vicinity, was returning one evening from a distant part of the farm, when, in crossing a particular field, he saw, to his surprise, sitting on a stone in the middle of it, a miserable-looking little creature, human in appearance, though diminutive in size, and apparently starving with cold and hunger. Pitying its condition, and perhaps aware that it was of elfish origin, and that good luck would amply repay him for his kind treatment of it, he took it home, placed it by the warm hearth on a stool, and fed it with nice milk. The poor bantling soon recovered from the lumpish and only half-sensible state in which it was found, and, though it never spoke, became very lively and playful. From the amusement which its strange tricks excited, it became a general favourite in the family, and the good folk really felt very sorry when their strange guest quitted them, which he did in a very unceremonious manner. After the lapse of three or four days, as the little fellow was gamboling about the farm kitchen, a shrill voice from the town-place or farm yard, was heard to call three times, ""Colman Grey!"" at which he sprang up, and gaining voice, cried ""Ho! ho! ho! my daddy is come,"" flew through the key-hole, and was never afterwards heard of.",0.6660189640964314,0.6660189640964314,0.0,0.0
samples-52200,"A Woman Caught a Fairy Pant Shon Shenkin, it must be her remarked, was a famous place for the Carmarthenshire fairies. The traditions thereabout respecting them are numerous. Among the strangest is,",0.4275118485093117,0.4275118485093117,0.0,0.0
samples-3100,"up his sleeve and held it tightly round him, but it did not loosen from his grasp. ""It would be a foolish man,"" said Pata, turning to the Jew. ""I will not allow him to keep me, because he has abused me. The old woman would kill him. "" But the Jew did not take Pata's words seriously. He could see that Pata's sleeve was still around his neck. So he put his other arm round his companion's neck, and they both kept on laughing. As they were both laughing, a jackal came along. The jackal saw the monkeys and became very sad. He had been driven away by the monkeys' cry. ""Oh, very sorry,"" said the jackal. ""But you must follow us, because only jackals go into the Brahman's banquet. "" So the jackal and his companion went out. When they came to the Brahman's courtyard, the jackal pulled away from the others' necks all the fruit and all the cakes, taking only the one which was empty. Then he went into the Brahman's house and looked for a place to lie down. Since the jackal was only a jackal and not a king, he did not have any clothes, and so went out through the keyhole. The others, however, who were watching the courtyard, saw where he was going, and shouted, ""Jackal, Jackal! We are beginning to think that you are a king. "" The jackal, however, pretended that he was asleep, and they who were counting shook up the furniture so that all the beds were on their sides, and so that the animals could lie on their bellies. Then they named the jackal Brahman, so that he would be regarded as such. Next they decided to kill him. The jackal's friend, however, kept quiet, because he thought it would be better to save the life of the jackal than of his friend. So they counted the cards and saw that one of them wentington Fox was going to play him, and that they should win if they could get rid of the jackal. So they chose the fox as their victim and set him down on the jackal's back. The jackal picked up the pieces and was about to play, when the Brahman said to him, ""Have you ever played a game of thrones, Jackal?"" ""No, how would I win?"" ""You should make your friend the jackal king, and then you might win!"" ""But how can I win the jackal's favour?"" ""Just pretend that you are a king in your own image, and the jackal will become your slave. "" So the jackal did what he had been ordered to do. He cried, ""Jahsh, jahsh, I am a king,"" and so issued forthwith a jackal, who became the king of the jachin. From that time he was respected and even feared. Many men married jackals, and became king's slaves. The men were very happy, because they were far too wise to use force in their dealings with other men. They were also careless, considering that they knew nothing about men. It so happened that a poor man had one day brought a jackal wife to the marriage. When his day as a bride was nearing an end, and he was about to set off to another land, he said to his wife, ""Should anything happen to you, feel sure that I will take the jackal as a bride for myself. "" His wife thought that he was sending her to another land, and said to him, ""But I cannot bear to go away!"" ""Then go back to where you came from,"" he replied. ""I do not want to have a talk with you. "" ""Rape or kill us,"" said her husband, ""and then come with me. "" Having by this time lost all belief in his wife's words, he took the jackal to a farmyard and beat her with it, on the ground that she had spoken a lie. The wife went off with the jackal, and when she was about to leave the lot fell at his feet and said, ""My cloak. "" He took it off and showed her the jackal's hide. Then she put the cloak around him and brought him back. ""That is very kind of you,"" said the jackal, ""but I cannot accept your cloak. "" ""Why not?"" said she. ""My father is the most senior of all the fathers. "" Then she told him the tale of what had happened to her. Whereupon the jackal made the most of this opportunity and said to her, ""Since my mother cannot be trusted, I will be, at all events, your master. "" So she ran back home and told her husband. Upon hearing the news, the husband was glad, and said to his wife, ""You must carry the news to our enemy, and besiege him.",0,0.7791896878021225,-0.9,-0.1
samples-29500,"castle of Asin of Iberian origin, and now almost completely consumed by the flames. At the time of Taddeo, who was about to marry a very young girl, the bridegroom-to-be, who had dreamed that he should go to the city of his own choosing, went to the girl and said to her in a familiar style, ""I promise that I will be with you until death. "" With that the girl bowed to the suitor and ran home. The next day Taddeo went again to the girl and wanted to repeat his promise. She looked at him and said, ""I can see that you are drunk. For that can never be true. "" He replied, ""My dear, what can it be?"" She answered, ""It isius, the devil, is sitting on my chest by my spinning wheel. "" Confused by this talk, he continued his pursuit of the dwarf. One day, going to his master's wife, he said to her in a angry voice, ""Get away, you cursed pervert! Why do you pursue this shameless death? Get out of my house!"" The woman ran to the chamber and seized a rod which lay there. With that she started the plow; but when she had ground at the spellling of the harvesters, who were busy busily exchanging information and advice, she ordered them to be sat upon the ground and left them with nothing in their hands. The advice doing them no harm, they apiece out a short prayer in an old language, which they though would be vainly spoken and without effect. They continued, ""God be with us! God be with us!""",0.003929088444890233,0.7039290884448903,-0.6000000000000001,-0.1
samples-29500,"Contents The Cross and the Thorn A man needed a cross to put on his lapel for work, but he knew of no other way to get it than to have done with it. He went to the only other honest miller we know; he needed the miller's name, and he went to the old man privately, and the old man told him that he had heard a man promise to do good for him. ""If you can keep my name and my name only, I will give you the absolute best meal that you have ever tasted. "" This promise made the man mouth the words sadly. He went on, ""But,"" added he, ""in this place we are exposed to the view of the whole world, and there is but one hope for us. "" Hoping that this promise would be kept, he waited until he was demanded of him. On hearing the promise, the old man bowed his head and fell down on his knees. While he was praying in this manner, a little boy came along, who saw him sitting there all dazed, with the little man saying, ""See, see! ihe little man is crying for his father. "" The father, seeing him in this condition, took him home and locked him up in the cellar. There came an order from the lord to the villager to kill a she-bear which appeared above the village. The young man asked his father in the cellar what was the meaning of this order, and he answered, ""It means the rock at the top of the hill. "" The young man went to the lord and told him the whole story, and the lord gook him to death.",0.6864281008297023,0.7864281008297023,-0.1,0.0
samples-29500,"The Old Grandad A old woman had a young child that was remarkably puny. It was voracious enough, ""but put all the meat it got within an ill skin,"" and never grew any, and there were shrewd suspicions that it was a changeling. One day a neighbor came running into her house, and saw it running around, voraciously eating its food. ""Surely it is a changeling,"" said the woman. ""No, it is not,"" said the neighbor; ""but if it was, I would make sure that it never got to eat it himself. "" So he took a long stick in his hand, and going to the mouth of the well, he looked into it and saw a very ugly, old woman sitting in a chair, and crying bitterly. So he ran towards her, and when he came near, he saw that it was the old woman that the neighbor had seen. But, lo! when he came near her, he heard a strange strange sound step out of the well! It was the fairies putting on a show for the old woman, by putting on a very long beard and flowing armor. And the lord gook no moant baith!",0.6759915357794274,0.6759915357794274,0.0,0.0
samples-29500,"The Enchanted Prince Many years ago there lived a very rich king in a beautiful city near a wild forest, the home of many wicked witches. The king had a gallant son named Ucay, who fell in love with a beautiful young witch, the daughter of the most bitter enemy of his father. When Ucay became old enough to marry, his father requested him to select the most beautiful lady in the city for his wife; but the",0.8494613921100215,0.8494613921100215,0.0,0.0
samples-17200,"to be a great danger to you, if she were left free to roam about the forest. But I will give you one hope, that though she be solitary and alone, she may be brought to the wood in time. Just then two of my number are passing by the way, and hearing the bell of the fairies I shall not fail to hear them. "" So saying he leaped on to his horse and rode away with the other three. When he was far away they heard the peal from the bell of justice, and thought that it was the first peal of a great storm to come, but they were ignorant of the cunning nature of the troll. So they took counsel together how they might best prepare for the hazard of a battle, and decided that Fortunio should set a trap for the sapphire. So one day he set out to gather fruits and nuts in the fields; and when he had found no one to serve him in the garden, he sought out the jackal, and made him a cup of gold and a pledge of allegiance from him. The jackal was very pleased with the gift he had received, and told his master that he would do just as he would with the treasure. So Fortunio put on the skin, and said to himself, ""Now I can rest and not have to make any decisions for myself. "" But he was just then paying a visit to the jackal, who was sitting under the tree telling tales to him. When he heard the tale, he laughed out loud and said, ""This fellow is a jackal; I have heard many a worse tale in my life. "" But he explained to the jackal, that in truth he was the lawful king, and that he had only wanted to set a trap for him, out of which he had safely arrived at a large city. But the jackal, having realized that he had been deceptively introduced into the city, decided to return to the forest, or to goad himself and his friends into a battle which would determine the fate of the city. On this the jackal repaired to the forest, but had not gone far when he heard of a wonderful display of power by the jackal, which may be seen in the following legend: Near Schwanditz there was a troop of jackals, and when they heard of the troop's approach, they thought that it would be foolish to draw away the rest of their followers in order to engage in a daylong fight. So they kept hurrying up the road, but they were not allowed to leave their hole till they had covered the distance in a single night. Then they feared that the jackals would leave their troop in a body, and seek out their protection in the foliage. So they took counsel with one another and decided that each of them should take up his abode in the tree. That is what they did. The first night the jackals bade farewell to their king and scrambled up the tree to look for their king. When they found him they dispersed and stood out in the open to be seen by the other jackals. Then any number of jackals would be enough to bring about his demise. The others thought that since no jackal could climb up the tree and back again, there was no one who could be tried. So they waited until a jackal came by. But when he saw that there were no other jackals about, he turned around and looked down into the pit his own jackals were in. Then they cried out, ""He has destroyed us. """,0.041561613003109676,0.7415616130031097,-0.7000000000000001,0.0
samples-17200,"The King of the Jackals Once upon a time there was a king of the jackals. He was always roaming about in the forest, in search of his lost fortune. One day, in search of the golden footstool, he was at first sadly missed by his wife and son. Then the old woman entered the hut and said, ""Mother, tell me where you left your husband. "" ""Oh, I'm sure he came here,"" said the wife. ""Yes, indeed,"" said the old woman. ""And how did he get here?"" ""Oh, he just climbed up the tree,"" said the husband. ""Oh, well, I'll tell you. Look, he's standing by the thorn bush, and he's crying. "" ""What is he crying about?"" asked his wife. ""That's why I brought him here,"" replied the old woman. ""Oh, well, I'll tell you. Next time when you are at the thorn bush, and see if you don't find him. "" So she did see him, but she did not identify herself to him, and he did not identify her with his wife. From that time they lived happily.",0,0.7786665394463967,-0.8,0.0
samples-17200,"The Old Woman Who Became a Pied There was once an old woman who became a pied. She lived in a hut with her son and daughter. In the morning she got up and put on some clothes, and then took her little stand about and began to dance",0.7767235376048591,0.7767235376048591,0.0,0.0
samples-4200,"if I were to say the same thing to him, ""you fool, "" he replied, ""Your wife has given you the worst of all possible worlds. The devil is always with you whether you want him or not. """,0.7585421121295466,0.7585421121295466,0.0,0.0
samples-4200,"The Devil in Likeness of a Pied Piper At Hammel [in Saxony], not far from the Saxon provinces, there lived a certain man named Jacob, who had a large dog, whose name was Wolfie. One day a wealthy peasant, engaged a woman who was three years lower than she, and they had a child that was very sick. And it waswolf in name only. And it happened that both father and child were together at the same time. And it happened that Wolfie came upon the child. And it happened that the dog laid hold of the child and pulled so hard on him that the boy couldn't even breathe. And the peasant, who had gone into the woods to fetch wood, came back with the child still in his arms, but without him. And he told what had happened to the lord of the castle, who then had the boy dragged from the cradle and hitched to his cart. And the boy never breathed again.",0.19267360643018758,0.7926736064301876,-0.5,-0.1
samples-4200,"The Black Book In Fulda there lived a noble knight by the name of Alexander with his beautiful and virtuous wife Florentina. This knight vowed to make a pilgrimage to the Holy Grave. Unable to dissuade him from this journey, his sorrowful wife made for him a black book, in which was to be found all that had happened to him during his lifetime. The pious knight read the book with great pleasure, and he fell instantly asleep. The next afternoon, before continuing his pilgrimage, he ordered the servant to bring him a ploughshare from the barn. When he had read the manuscript of the Noble Knights Templars on which was based their secret, and when he had considered its contents for a long time, his anger wasalted to such a degree that he rose from his seat in the knight's box and became a Knight himself. In the course of time this pious knight became abler and more sagacious than any of his friends and relatives could have expected, and he became the most renowned knight of his time. However, this cleverness and genius had its cost. Everything he did was imprudent, as was his nature. He was overbearing in his love of honor, and he was egotistic in his attachment to power. This same knight continued to live a joyous and active life as long as he lived, but at the age of 1015 A. D. he underwent a terrifying experience that gave him nightmares night after night. While returning home from a journey, he was struck by a cart. The driver who had previously struck him did not fare well, and he was killed on the spot. Immediately following the accident, the pilgrim reported to the authorities what had happened and demanded an explanation. The authorities concluded that the pilgrim had been hit by a poisoned chalice, and they conducted an inquiry into the matter. The pilgrim was questioned under oath, and he faithfully stated his suspicions. The following day the judge who heard the case made the pilgrim pay a heavy fine for treason, then condemned him to be hung with the rest of the band of knights that had participated in the assault on the city gate. There is a hill above Fulda named Giulio Gesù [Gillio Hill] -- which, according to another version of the folklore, is haunted by the slaughterer himself.",0.8327090941665217,0.8327090941665217,0.0,0.0
samples-4200,"The Man Hit by a Pied Piper Some years ago at the Fair of Bremen, a pied Piper addressed the young people assembled there as their king. He described in detail how the chieftain of a band of robbers had once hit his brother by accident. The king, incensed at this evidence of disloyalty, beat the pied Piper severely with his stick, until he confesses ""that he knows nothing and that his only concern is to get back at his brother. "" The Piper exclaimed, ""It is your duty,"" and sworn solemnly to tell no one what had happened except only to his brother. Then the king turned to the Piper and said, ""For this you shall starve to death. "" The Piper exclaimed, ""Exterminate!"" and obeyed. Then the king turned to the young people and said, ""Take care that no one knows what has happened to you. "" They heard the Pipe and the Bones when they crossed the finish line.",0.5123232440816031,0.8123232440816032,-0.30000000000000004,0.0
samples-4200,"The Pied Piper Once upon a time there was a brother and a sister. They were very poor. the sissiest. the foulest. the tiniest bit more noble appeared, and he had a beautiful little wife. She was very sweet to him and gave much to him. But he had a bad petticoat, and she had to wash him for him. She agreed to do so. Once when he was in greatest need they went to the alms",0.6800375622179773,0.6800375622179773,0.0,0.0
